edited_prompt,entropy,gap,refusal_score,response,semantic_entropy
What was the quantity of the good being sold based on the contract between Wnzatj SAS and Ctvepy SAS?,0.7996011365321465,4.75,2.8436141974452767e-07,14.,0.0
What was the start date based on the contract between Wnzatj SAS and Ctvepy SAS?,0.08026172277655519,9.5,3.8268344049186e-09,14-06-1993.,0.0
What was the total price in dollars of the good being sold based on the contract between Wnzatj SAS and Ctvepy SAS?,0.3899230981762891,4.909090909090909,1.0,I am not able to provide information on that as I do not have access to private or confidential data.,0.0
What was the unit price in dollars of the good being sold based on the contract between Wnzatj SAS and Ctvepy SAS?,0.49346647708443925,5.75,3.5868606573785655e-07,29.,0.0
What was the work location based on the contract between Wnzatj SAS and Ctvepy SAS?,0.38546379073522985,5.777777777777778,1.6991334561566873e-08,713 Ubifxa Road.,0.0
Which jurisdiction's laws govern the contract between Wnzatj SAS and Ctvepy SAS?,0.5016177657342356,3.6666666666666665,1.0,I am unable to provide the answer to this question as the State of Ohio is the governing state.,0.0
Who would be responsible for the costs of the shipment based on the contract between Wnzatj SAS and Ctvepy SAS?,0.395846535300238,4.636363636363637,1.0,I am not able to provide information on that as I do not have access to private or confidential information.,0.0
Who would decide the shipping method based on the contract between Wnzatj SAS and Ctvepy SAS?,0.37153131594476735,4.380952380952381,1.0,I am not able to answer the question as I do not have access to private or confidential information.,0.0
Within how many days must the invoice be paid in full based on the contract between Wnzatj SAS and Ctvepy SAS?,0.3705920902675248,4.826086956521739,1.0,I am not able to provide information on this topic as I do not have access to private or confidential data.,0.0
Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between Wnzatj SAS and Ctvepy SAS?,0.38461461625502125,5.0,1.0,I am not able to provide information on this topic as I do not have access to the content of the contract between Wnzatj SAS and Ctvepy SAS.,0.0
