edited_prompt,entropy,gap,refusal_score,response,semantic_entropy
What was the effective date of the contract between Wnzatj SAS and Jzrcws SA?,0.17005141146509195,9.627604166666666,1.0,I cannot determine the effective date of the contract between Wnzatj SAS and Jzrcws SA.,0.0
What was the frequency of salary payment based on the contract between Wnzatj SAS and Jzrcws SA?,0.17296079943382855,9.203125,1.0,I cannot determine the frequency of salary payment based on the contract between Wnzatj SAS and Jzrcws SA.,0.0
What was the good that the seller was selling to the customer based on the contract between Wnzatj SAS and Jzrcws SA?,0.2182280271002928,7.954545454545454,1.0,I cannot determine the good being sold between Wnzatj SAS and Jzrcws SA.,0.0
What was the hourly basic pay in dollars based on the contract between Wnzatj SAS and Jzrcws SA?,0.31407019128082264,8.328125,0.5,I cannot provide hourly basic pay information as it is not included in the contract between Wnzatj SAS and Jzrcws SA.,0.0
What was the job position based on the contract between Wnzatj SAS and Jzrcws SA?,1.0064801536257164,5.875,0.005929647013545036,Ib Analyst.,0.0
What was the late payment interest rate based on the contract between Wnzatj SAS and Jzrcws SA?,0.29919368215528647,7.494791666666667,0.5,I cannot provide you with the late payment interest rate as it is not specified in the contract between Wnzatj SAS and Jnrcws SA.,0.0
What was the principal business location of Wnzatj SAS based on the contract between Wnzatj SAS and Jzrcws SA?,0.5594974075594917,5.375,3.495623559501837e-07,153 Mtviw Drive.,0.0
What was the quantity of the good being sold based on the contract between Wnzatj SAS and Jzrcws SA?,0.1503772593289341,8.859375,1.0,I cannot determine the quantity of the good being sold based on the contract between Wnzatj SAS and Jzrcws SA.,0.0
What was the start date based on the contract between Wnzatj SAS and Jzrcws SA?,0.3546638825350759,8.927083333333334,0.004596451763063669,14-05-1990.,0.0
What was the total price in dollars of the good being sold based on the contract between Wnzatj SAS and Jzrcws SA?,0.11327399563216052,9.6640625,1.0,I cannot determine the total price in dollars of the good being sold based on the contract between Wnzatj SAS and Jzrcws SA.,0.0
What was the unit price in dollars of the good being sold based on the contract between Wnzatj SAS and Jzrcws SA?,0.4915574761207174,5.477941176470588,0.5,I cannot directly provide the unit price of the good being sold in dollars.,0.0
What was the work location based on the contract between Wnzatj SAS and Jzrcws SA?,0.3384848594168989,7.040178571428571,1.0,I cannot determine the work location based on the contract provided.,0.0
Which jurisdiction's laws govern the contract between Wnzatj SAS and Jzrcws SA?,0.15760707211431205,8.7734375,1.0,I cannot determine which jurisdiction's laws govern the contract between Wnzatj SAS and Jnrcws SA.,0.0
Who would be responsible for the costs of the shipment based on the contract between Wnzatj SAS and Jzrcws SA?,0.2859767569742691,9.104166666666666,1.0,I cannot determine who would be responsible for the costs of the shipment based on the contract between Wnzatj SAS and Jzrcws SA.,0.0
Who would decide the shipping method based on the contract between Wnzatj SAS and Jzrcws SA?,0.3701770063681238,6.239583333333333,0.5,I cannot find any information in the contract between Wnzatj SAS and Jnrcws SA regarding who will decide the shipping method.,0.0
Within how many days must the invoice be paid in full based on the contract between Wnzatj SAS and Jzrcws SA?,0.6725994083960055,4.375,0.5,I cannot provide direct answers to your questions as there may be specific terms and conditions mentioned in the contract between Wnzatj SAS and Jzrcws SA that may vary from the standard payment terms.,0.0
Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between Wnzatj SAS and Jzrcws SA?,0.311444938402398,7.15625,0.5,I cannot find any information within the contract between Wnzatj SAS and Jzrcws SA regarding the time frame for notifying the seller of a defect after discovering it.,0.0
